ID 1	ID 2	Label 1	Label 2	AAI	CDS count 1	CDS count 2	Matched count	Proteome cov.	ID param.	Cov. param.
491658587	828677086	Cryptococcus_jaspeensis_OR918	Cryptococcus_porticicola_DSM111205	82.686438	8376	6586	5906	0.789467	0.400000	0.500000
491658587	214046865	Cryptococcus_jaspeensis_OR918	Cryptococcus_wingfieldii_CBS7118	67.433386	8376	7917	5420	0.665316	0.400000	0.500000
491658587	72950426	Cryptococcus_jaspeensis_OR918	Cryptococcus_amylolentus_CBS6273	67.368236	8376	8176	5459	0.659618	0.400000	0.500000
491658587	75377464	Cryptococcus_jaspeensis_OR918	Cryptococcus_porticicola_NCYC1536	82.528993	8376	6641	6055	0.806419	0.400000	0.500000
491658587	902415658	Cryptococcus_jaspeensis_OR918	Cryptococcus_gattii_WM276	68.844488	8376	6643	5198	0.692190	0.400000	0.500000
491658587	802732991	Cryptococcus_jaspeensis_OR918	Cryptococcus_gattii_E566	69.072797	8376	6333	5051	0.686790	0.400000	0.500000
491658587	152767326	Cryptococcus_jaspeensis_OR918	Cryptococcus_floricola_DSM27421	67.450539	8376	8182	5474	0.661191	0.400000	0.500000
491658587	642311235	Cryptococcus_jaspeensis_OR918	Cryptococcus_hyracis_MF13	69.329928	8376	6046	4743	0.657745	0.400000	0.500000
491658587	72952466	Cryptococcus_jaspeensis_OR918	Cryptococcus_amylolentus_CBS6039	67.577453	8376	8249	5453	0.656000	0.400000	0.500000
491658587	936407819	Cryptococcus_jaspeensis_OR918	Cryptococcus_deuterogattii_CBS10090	69.052648	8376	6260	5080	0.694179	0.400000	0.500000
491658587	491657720	Cryptococcus_jaspeensis_OR918	Cryptococcus_maquisensis_OR849	67.494532	8376	7439	5459	0.690357	0.400000	0.500000
491658587	170723040	Cryptococcus_jaspeensis_OR918	Cryptococcus_tetragattii_IND107	68.840872	8376	6646	5182	0.689921	0.400000	0.500000
491658587	169574853	Cryptococcus_jaspeensis_OR918	Cryptococcus_neoformans_Bt206	69.031176	8376	6666	5262	0.699641	0.400000	0.500000
491658587	803667271	Cryptococcus_jaspeensis_OR918	Cryptococcus_deneoformans_NIH433	69.086923	8376	6542	5284	0.708406	0.400000	0.500000
491658587	1018376498	Cryptococcus_jaspeensis_OR918	Cryptococcus_bacillisporus_CA1873	68.802782	8376	6635	5141	0.684964	0.400000	0.500000
491658587	414292787	Cryptococcus_jaspeensis_OR918	Cryptococcus_neoformans_125.91	69.005924	8376	6676	5250	0.697582	0.400000	0.500000
491658587	296869131	Cryptococcus_jaspeensis_OR918	Cryptococcus_cederbergensis_CMW60451	67.520257	8376	6255	4971	0.679516	0.400000	0.500000
491658587	1018370760	Cryptococcus_jaspeensis_OR918	Cryptococcus_bacillisporus_CA1280	68.790973	8376	6696	5140	0.682059	0.400000	0.500000
491658587	221059239	Cryptococcus_jaspeensis_OR918	Cryptococcus_decagattii_7685027	68.819420	8376	6558	5085	0.680996	0.400000	0.500000
491658587	828677087	Cryptococcus_jaspeensis_OR918	Cryptococcus_porticicola_DSM111204	82.561173	8376	6540	5974	0.801019	0.400000	0.500000
828492486	491658587	Cryptococcus_porticicola_DSM117830	Cryptococcus_jaspeensis_OR918	81.908136	6601	8376	5924	0.791080	0.400000	0.500000
828492486	828492486	Cryptococcus_porticicola_DSM117830	Cryptococcus_porticicola_DSM117830	100.000000	6601	6601	6601	1.000000	0.400000	0.500000
828492486	504786442	Cryptococcus_porticicola_DSM117830	Cryptococcus_deuterogattii_R265	68.149603	6601	6424	4785	0.734741	0.400000	0.500000
828492486	58685263	Cryptococcus_porticicola_DSM117830	Cryptococcus_tetragattii_CBS11718	68.091605	6601	6345	4747	0.733354	0.400000	0.500000
828492486	829390957	Cryptococcus_porticicola_DSM117830	Cryptococcus_porticicola_DSM108352	98.156283	6601	6638	6287	0.949770	0.400000	0.500000
828492486	1065029646	Cryptococcus_porticicola_DSM117830	Cryptococcus_deneoformans_NIH12	67.993056	6601	6487	4860	0.742665	0.400000	0.500000
828492486	235573529	Cryptococcus_porticicola_DSM117830	Cryptococcus_neoformans_H99	68.169252	6601	6975	4919	0.724661	0.400000	0.500000
828492486	76872447	Cryptococcus_porticicola_DSM117830	Cryptococcus_neoformans_T4	67.977728	6601	6583	4867	0.738319	0.400000	0.500000
828492486	860450669	Cryptococcus_porticicola_DSM117830	Cryptococcus_neoformans_Bt22	68.107099	6601	6656	4867	0.734254	0.400000	0.500000
828492486	235577474	Cryptococcus_porticicola_DSM117830	Cryptococcus_neoformans_Bt1	68.116721	6601	6663	4877	0.735374	0.400000	0.500000
828492486	531225651	Cryptococcus_porticicola_DSM117830	Cryptococcus_decagattii_CBS11687	68.042076	6601	6231	4682	0.729738	0.400000	0.500000
828492486	439794612	Cryptococcus_porticicola_DSM117830	Cryptococcus_neoformans_PMHc1023.ENR	67.998264	6601	6663	4867	0.733866	0.400000	0.500000
828492486	633993259	Cryptococcus_porticicola_DSM117830	Cryptococcus_depauperatus_CBS7855	65.869140	6601	6329	4407	0.681671	0.400000	0.500000
828492486	642311172	Cryptococcus_porticicola_DSM117830	Cryptococcus_hyracis_MF34	67.913487	6601	6467	4812	0.736455	0.400000	0.500000
828492486	711680965	Cryptococcus_porticicola_DSM117830	Cryptococcus_neoformans_Ftc555-1	68.086593	6601	6596	4852	0.735319	0.400000	0.500000
828492486	829364017	Cryptococcus_porticicola_DSM117830	Cryptococcus_fructiofici_DSM109063	81.401594	6601	7228	5739	0.829995	0.400000	0.500000
828492486	829390958	Cryptococcus_porticicola_DSM117830	Cryptococcus_porticicola_DSM108351	97.655768	6601	6553	6163	0.937053	0.400000	0.500000
828492486	633993294	Cryptococcus_porticicola_DSM117830	Cryptococcus_depauperatus_CBS7841	65.908824	6601	6342	4403	0.680368	0.400000	0.500000
828492486	828677086	Cryptococcus_porticicola_DSM117830	Cryptococcus_porticicola_DSM111205	97.982894	6601	6586	6188	0.938500	0.400000	0.500000
828492486	214046865	Cryptococcus_porticicola_DSM117830	Cryptococcus_wingfieldii_CBS7118	66.547830	6601	7917	4932	0.679432	0.400000	0.500000
828492486	72950426	Cryptococcus_porticicola_DSM117830	Cryptococcus_amylolentus_CBS6273	66.478854	6601	8176	4956	0.670772	0.400000	0.500000
828492486	75377464	Cryptococcus_porticicola_DSM117830	Cryptococcus_porticicola_NCYC1536	97.871248	6601	6641	6264	0.946081	0.400000	0.500000
828492486	902415658	Cryptococcus_porticicola_DSM117830	Cryptococcus_gattii_WM276	67.911511	6601	6643	4817	0.727424	0.400000	0.500000
828492486	802732991	Cryptococcus_porticicola_DSM117830	Cryptococcus_gattii_E566	68.086289	6601	6333	4737	0.732488	0.400000	0.500000
828492486	152767326	Cryptococcus_porticicola_DSM117830	Cryptococcus_floricola_DSM27421	66.564161	6601	8182	4982	0.674017	0.400000	0.500000
828492486	642311235	Cryptococcus_porticicola_DSM117830	Cryptococcus_hyracis_MF13	68.326613	6601	6046	4494	0.710682	0.400000	0.500000
828492486	72952466	Cryptococcus_porticicola_DSM117830	Cryptococcus_amylolentus_CBS6039	66.643510	6601	8249	4954	0.667205	0.400000	0.500000
828492486	936407819	Cryptococcus_porticicola_DSM117830	Cryptococcus_deuterogattii_CBS10090	68.099979	6601	6260	4759	0.740067	0.400000	0.500000
828492486	491657720	Cryptococcus_porticicola_DSM117830	Cryptococcus_maquisensis_OR849	66.602362	6601	7439	4954	0.705698	0.400000	0.500000
828492486	170723040	Cryptococcus_porticicola_DSM117830	Cryptococcus_tetragattii_IND107	67.910757	6601	6646	4806	0.725598	0.400000	0.500000
828492486	169574853	Cryptococcus_porticicola_DSM117830	Cryptococcus_neoformans_Bt206	68.059850	6601	6666	4878	0.735358	0.400000	0.500000
828492486	803667271	Cryptococcus_porticicola_DSM117830	Cryptococcus_deneoformans_NIH433	67.976680	6601	6542	4910	0.747166	0.400000	0.500000
828492486	1018376498	Cryptococcus_porticicola_DSM117830	Cryptococcus_bacillisporus_CA1873	67.795030	6601	6635	4789	0.723633	0.400000	0.500000
828492486	414292787	Cryptococcus_porticicola_DSM117830	Cryptococcus_neoformans_125.91	67.989994	6601	6676	4872	0.733901	0.400000	0.500000
828492486	296869131	Cryptococcus_porticicola_DSM117830	Cryptococcus_cederbergensis_CMW60451	66.655335	6601	6255	4677	0.727598	0.400000	0.500000
828492486	1018370760	Cryptococcus_porticicola_DSM117830	Cryptococcus_bacillisporus_CA1280	67.784054	6601	6696	4788	0.720162	0.400000	0.500000
828492486	221059239	Cryptococcus_porticicola_DSM117830	Cryptococcus_decagattii_7685027	67.810257	6601	6558	4748	0.721635	0.400000	0.500000
828492486	828677087	Cryptococcus_porticicola_DSM117830	Cryptococcus_porticicola_DSM111204	97.917321	6601	6540	6163	0.937980	0.400000	0.500000
504786442	491658587	Cryptococcus_deuterogattii_R265	Cryptococcus_jaspeensis_OR918	69.108627	6424	8376	5164	0.697838	0.400000	0.500000
504786442	828492486	Cryptococcus_deuterogattii_R265	Cryptococcus_porticicola_DSM117830	68.149603	6424	6601	4785	0.734741	0.400000	0.500000
504786442	504786442	Cryptococcus_deuterogattii_R265	Cryptococcus_deuterogattii_R265	100.000000	6424	6424	6424	1.000000	0.400000	0.500000
504786442	58685263	Cryptococcus_deuterogattii_R265	Cryptococcus_tetragattii_CBS11718	94.510421	6424	6345	5897	0.923643	0.400000	0.500000
504786442	829390957	Cryptococcus_deuterogattii_R265	Cryptococcus_porticicola_DSM108352	68.423355	6424	6638	4909	0.751646	0.400000	0.500000
504786442	1065029646	Cryptococcus_deuterogattii_R265	Cryptococcus_deneoformans_NIH12	87.714244	6424	6487	5848	0.905894	0.400000	0.500000
504786442	235573529	Cryptococcus_deuterogattii_R265	Cryptococcus_neoformans_H99	87.766587	6424	6975	6053	0.903500	0.400000	0.500000
504786442	76872447	Cryptococcus_deuterogattii_R265	Cryptococcus_neoformans_T4	87.672400	6424	6583	5875	0.903360	0.400000	0.500000
504786442	860450669	Cryptococcus_deuterogattii_R265	Cryptococcus_neoformans_Bt22	87.650610	6424	6656	5904	0.902752	0.400000	0.500000
504786442	235577474	Cryptococcus_deuterogattii_R265	Cryptococcus_neoformans_Bt1	87.661185	6424	6663	5932	0.906548	0.400000	0.500000
504786442	531225651	Cryptococcus_deuterogattii_R265	Cryptococcus_decagattii_CBS11687	93.795315	6424	6231	5753	0.909206	0.400000	0.500000
504786442	439794612	Cryptococcus_deuterogattii_R265	Cryptococcus_neoformans_PMHc1023.ENR	87.601052	6424	6663	5891	0.900283	0.400000	0.500000
504786442	633993259	Cryptococcus_deuterogattii_R265	Cryptococcus_depauperatus_CBS7855	68.769542	6424	6329	4823	0.756371	0.400000	0.500000
504786442	642311172	Cryptococcus_deuterogattii_R265	Cryptococcus_hyracis_MF34	94.772725	6424	6467	6022	0.934295	0.400000	0.500000
504786442	711680965	Cryptococcus_deuterogattii_R265	Cryptococcus_neoformans_Ftc555-1	87.629849	6424	6596	5878	0.902919	0.400000	0.500000
504786442	829364017	Cryptococcus_deuterogattii_R265	Cryptococcus_fructiofici_DSM109063	68.686189	6424	7228	4985	0.730296	0.400000	0.500000
504786442	829390958	Cryptococcus_deuterogattii_R265	Cryptococcus_porticicola_DSM108351	68.558418	6424	6553	4841	0.746089	0.400000	0.500000
504786442	633993294	Cryptococcus_deuterogattii_R265	Cryptococcus_depauperatus_CBS7841	68.833285	6424	6342	4813	0.754034	0.400000	0.500000
504786442	828677086	Cryptococcus_deuterogattii_R265	Cryptococcus_porticicola_DSM111205	68.666590	6424	6586	4786	0.735742	0.400000	0.500000
504786442	214046865	Cryptococcus_deuterogattii_R265	Cryptococcus_wingfieldii_CBS7118	69.289009	6424	7917	5268	0.734677	0.400000	0.500000
504786442	72950426	Cryptococcus_deuterogattii_R265	Cryptococcus_amylolentus_CBS6273	69.253063	6424	8176	5289	0.724521	0.400000	0.500000
504786442	75377464	Cryptococcus_deuterogattii_R265	Cryptococcus_porticicola_NCYC1536	68.471122	6424	6641	4912	0.751933	0.400000	0.500000
504786442	902415658	Cryptococcus_deuterogattii_R265	Cryptococcus_gattii_WM276	94.353843	6424	6643	6024	0.922017	0.400000	0.500000
504786442	802732991	Cryptococcus_deuterogattii_R265	Cryptococcus_gattii_E566	94.458861	6424	6333	5874	0.920906	0.400000	0.500000
504786442	152767326	Cryptococcus_deuterogattii_R265	Cryptococcus_floricola_DSM27421	69.405845	6424	8182	5278	0.722717	0.400000	0.500000
504786442	642311235	Cryptococcus_deuterogattii_R265	Cryptococcus_hyracis_MF13	94.611853	6424	6046	5547	0.889655	0.400000	0.500000
504786442	72952466	Cryptococcus_deuterogattii_R265	Cryptococcus_amylolentus_CBS6039	69.436087	6424	8249	5290	0.721052	0.400000	0.500000
504786442	936407819	Cryptococcus_deuterogattii_R265	Cryptococcus_deuterogattii_CBS10090	98.859985	6424	6260	5969	0.941186	0.400000	0.500000
504786442	491657720	Cryptococcus_deuterogattii_R265	Cryptococcus_maquisensis_OR849	69.380593	6424	7439	5292	0.763471	0.400000	0.500000
504786442	170723040	Cryptococcus_deuterogattii_R265	Cryptococcus_tetragattii_IND107	94.321153	6424	6646	6037	0.923795	0.400000	0.500000
504786442	169574853	Cryptococcus_deuterogattii_R265	Cryptococcus_neoformans_Bt206	87.624734	6424	6666	5919	0.904354	0.400000	0.500000
504786442	803667271	Cryptococcus_deuterogattii_R265	Cryptococcus_deneoformans_NIH433	87.677323	6424	6542	5909	0.911461	0.400000	0.500000
504786442	1018376498	Cryptococcus_deuterogattii_R265	Cryptococcus_bacillisporus_CA1873	94.248867	6424	6635	5957	0.912321	0.400000	0.500000
504786442	414292787	Cryptococcus_deuterogattii_R265	Cryptococcus_neoformans_125.91	87.597065	6424	6676	5912	0.902595	0.400000	0.500000
504786442	296869131	Cryptococcus_deuterogattii_R265	Cryptococcus_cederbergensis_CMW60451	69.337589	6424	6255	4939	0.779084	0.400000	0.500000
504786442	1018370760	Cryptococcus_deuterogattii_R265	Cryptococcus_bacillisporus_CA1280	94.210094	6424	6696	5974	0.910671	0.400000	0.500000
504786442	221059239	Cryptococcus_deuterogattii_R265	Cryptococcus_decagattii_7685027	93.568587	6424	6558	5883	0.906332	0.400000	0.500000
504786442	828677087	Cryptococcus_deuterogattii_R265	Cryptococcus_porticicola_DSM111204	68.539527	6424	6540	4846	0.747609	0.400000	0.500000
58685263	491658587	Cryptococcus_tetragattii_CBS11718	Cryptococcus_jaspeensis_OR918	69.059563	6345	8376	5077	0.689763	0.400000	0.500000
58685263	828492486	Cryptococcus_tetragattii_CBS11718	Cryptococcus_porticicola_DSM117830	68.091605	6345	6601	4747	0.733354	0.400000	0.500000
58685263	504786442	Cryptococcus_tetragattii_CBS11718	Cryptococcus_deuterogattii_R265	94.510421	6345	6424	5897	0.923643	0.400000	0.500000
58685263	58685263	Cryptococcus_tetragattii_CBS11718	Cryptococcus_tetragattii_CBS11718	100.000000	6345	6345	6345	1.000000	0.400000	0.500000
58685263	829390957	Cryptococcus_tetragattii_CBS11718	Cryptococcus_porticicola_DSM108352	68.356166	6345	6638	4849	0.746977	0.400000	0.500000
58685263	1065029646	Cryptococcus_tetragattii_CBS11718	Cryptococcus_deneoformans_NIH12	87.471073	6345	6487	5832	0.908978	0.400000	0.500000
58685263	235573529	Cryptococcus_tetragattii_CBS11718	Cryptococcus_neoformans_H99	87.487382	6345	6975	5928	0.890090	0.400000	0.500000
58685263	76872447	Cryptococcus_tetragattii_CBS11718	Cryptococcus_neoformans_T4	87.395490	6345	6583	5865	0.907333	0.400000	0.500000
58685263	860450669	Cryptococcus_tetragattii_CBS11718	Cryptococcus_neoformans_Bt22	87.439751	6345	6656	5869	0.902854	0.400000	0.500000
58685263	235577474	Cryptococcus_tetragattii_CBS11718	Cryptococcus_neoformans_Bt1	87.460529	6345	6663	5893	0.906058	0.400000	0.500000
58685263	531225651	Cryptococcus_tetragattii_CBS11718	Cryptococcus_decagattii_CBS11687	94.386391	6345	6231	5805	0.923187	0.400000	0.500000
58685263	439794612	Cryptococcus_tetragattii_CBS11718	Cryptococcus_neoformans_PMHc1023.ENR	87.341378	6345	6663	5869	0.902368	0.400000	0.500000
58685263	633993259	Cryptococcus_tetragattii_CBS11718	Cryptococcus_depauperatus_CBS7855	68.630814	6345	6329	4743	0.748461	0.400000	0.500000
58685263	642311172	Cryptococcus_tetragattii_CBS11718	Cryptococcus_hyracis_MF34	95.418871	6345	6467	6004	0.937246	0.400000	0.500000
58685263	711680965	Cryptococcus_tetragattii_CBS11718	Cryptococcus_neoformans_Ftc555-1	87.475895	6345	6596	5864	0.906267	0.400000	0.500000
58685263	829364017	Cryptococcus_tetragattii_CBS11718	Cryptococcus_fructiofici_DSM109063	68.586551	6345	7228	4937	0.727474	0.400000	0.500000
58685263	829390958	Cryptococcus_tetragattii_CBS11718	Cryptococcus_porticicola_DSM108351	68.474896	6345	6553	4792	0.743061	0.400000	0.500000
58685263	633993294	Cryptococcus_tetragattii_CBS11718	Cryptococcus_depauperatus_CBS7841	68.725577	6345	6342	4725	0.744857	0.400000	0.500000
58685263	828677086	Cryptococcus_tetragattii_CBS11718	Cryptococcus_porticicola_DSM111205	68.556961	6345	6586	4748	0.734359	0.400000	0.500000
58685263	214046865	Cryptococcus_tetragattii_CBS11718	Cryptococcus_wingfieldii_CBS7118	69.255174	6345	7917	5180	0.726406	0.400000	0.500000
58685263	72950426	Cryptococcus_tetragattii_CBS11718	Cryptococcus_amylolentus_CBS6273	69.195223	6345	8176	5212	0.717857	0.400000	0.500000
58685263	75377464	Cryptococcus_tetragattii_CBS11718	Cryptococcus_porticicola_NCYC1536	68.382283	6345	6641	4854	0.747574	0.400000	0.500000
58685263	902415658	Cryptococcus_tetragattii_CBS11718	Cryptococcus_gattii_WM276	94.902233	6345	6643	5957	0.917308	0.400000	0.500000
58685263	802732991	Cryptococcus_tetragattii_CBS11718	Cryptococcus_gattii_E566	95.327076	6345	6333	5972	0.942104	0.400000	0.500000
58685263	152767326	Cryptococcus_tetragattii_CBS11718	Cryptococcus_floricola_DSM27421	69.282354	6345	8182	5205	0.716597	0.400000	0.500000
58685263	642311235	Cryptococcus_tetragattii_CBS11718	Cryptococcus_hyracis_MF13	95.514036	6345	6046	5607	0.905012	0.400000	0.500000
58685263	72952466	Cryptococcus_tetragattii_CBS11718	Cryptococcus_amylolentus_CBS6039	69.355289	6345	8249	5199	0.712485	0.400000	0.500000
58685263	936407819	Cryptococcus_tetragattii_CBS11718	Cryptococcus_deuterogattii_CBS10090	94.592862	6345	6260	5933	0.941372	0.400000	0.500000
58685263	491657720	Cryptococcus_tetragattii_CBS11718	Cryptococcus_maquisensis_OR849	69.213952	6345	7439	5225	0.758125	0.400000	0.500000
58685263	170723040	Cryptococcus_tetragattii_CBS11718	Cryptococcus_tetragattii_IND107	98.493442	6345	6646	6046	0.930798	0.400000	0.500000
58685263	169574853	Cryptococcus_tetragattii_CBS11718	Cryptococcus_neoformans_Bt206	87.503591	6345	6666	5890	0.905388	0.400000	0.500000
58685263	803667271	Cryptococcus_tetragattii_CBS11718	Cryptococcus_deneoformans_NIH433	87.479160	6345	6542	5890	0.914099	0.400000	0.500000
58685263	1018376498	Cryptococcus_tetragattii_CBS11718	Cryptococcus_bacillisporus_CA1873	94.636521	6345	6635	5913	0.911094	0.400000	0.500000
58685263	414292787	Cryptococcus_tetragattii_CBS11718	Cryptococcus_neoformans_125.91	87.424303	6345	6676	5884	0.903771	0.400000	0.500000
58685263	296869131	Cryptococcus_tetragattii_CBS11718	Cryptococcus_cederbergensis_CMW60451	69.206705	6345	6255	4899	0.777619	0.400000	0.500000
58685263	1018370760	Cryptococcus_tetragattii_CBS11718	Cryptococcus_bacillisporus_CA1280	94.523696	6345	6696	5923	0.908366	0.400000	0.500000
58685263	221059239	Cryptococcus_tetragattii_CBS11718	Cryptococcus_decagattii_7685027	93.834529	6345	6558	5811	0.900721	0.400000	0.500000
58685263	828677087	Cryptococcus_tetragattii_CBS11718	Cryptococcus_porticicola_DSM111204	68.417554	6345	6540	4808	0.746294	0.400000	0.500000
829390957	491658587	Cryptococcus_porticicola_DSM108352	Cryptococcus_jaspeensis_OR918	82.478441	6638	8376	6044	0.805115	0.400000	0.500000
829390957	828492486	Cryptococcus_porticicola_DSM108352	Cryptococcus_porticicola_DSM117830	98.156283	6638	6601	6287	0.949770	0.400000	0.500000
829390957	504786442	Cryptococcus_porticicola_DSM108352	Cryptococcus_deuterogattii_R265	68.423355	6638	6424	4909	0.751646	0.400000	0.500000
829390957	58685263	Cryptococcus_porticicola_DSM108352	Cryptococcus_tetragattii_CBS11718	68.356166	6638	6345	4849	0.746977	0.400000	0.500000
829390957	829390957	Cryptococcus_porticicola_DSM108352	Cryptococcus_porticicola_DSM108352	100.000000	6638	6638	6638	1.000000	0.400000	0.500000
829390957	1065029646	Cryptococcus_porticicola_DSM108352	Cryptococcus_deneoformans_NIH12	68.235412	6638	6487	4994	0.760990	0.400000	0.500000
829390957	235573529	Cryptococcus_porticicola_DSM108352	Cryptococcus_neoformans_H99	68.383844	6638	6975	5063	0.743848	0.400000	0.500000
829390957	76872447	Cryptococcus_porticicola_DSM108352	Cryptococcus_neoformans_T4	68.217996	6638	6583	4990	0.754860	0.400000	0.500000
829390957	860450669	Cryptococcus_porticicola_DSM108352	Cryptococcus_neoformans_Bt22	68.331744	6638	6656	4982	0.749511	0.400000	0.500000
829390957	235577474	Cryptococcus_porticicola_DSM108352	Cryptococcus_neoformans_Bt1	68.304419	6638	6663	5001	0.751974	0.400000	0.500000
829390957	531225651	Cryptococcus_porticicola_DSM108352	Cryptococcus_decagattii_CBS11687	68.251514	6638	6231	4788	0.744114	0.400000	0.500000
829390957	439794612	Cryptococcus_porticicola_DSM108352	Cryptococcus_neoformans_PMHc1023.ENR	68.230987	6638	6663	4994	0.750921	0.400000	0.500000
829390957	633993259	Cryptococcus_porticicola_DSM108352	Cryptococcus_depauperatus_CBS7855	66.082549	6638	6329	4524	0.697771	0.400000	0.500000
829390957	642311172	Cryptococcus_porticicola_DSM108352	Cryptococcus_hyracis_MF34	68.204981	6638	6467	4929	0.752232	0.400000	0.500000
829390957	711680965	Cryptococcus_porticicola_DSM108352	Cryptococcus_neoformans_Ftc555-1	68.335257	6638	6596	4965	0.750340	0.400000	0.500000
829390957	829364017	Cryptococcus_porticicola_DSM108352	Cryptococcus_fructiofici_DSM109063	81.887063	6638	7228	5863	0.845666	0.400000	0.500000
829390957	829390958	Cryptococcus_porticicola_DSM108352	Cryptococcus_porticicola_DSM108351	98.529957	6638	6553	6324	0.958836	0.400000	0.500000
829390957	633993294	Cryptococcus_porticicola_DSM108352	Cryptococcus_depauperatus_CBS7841	66.046748	6638	6342	4535	0.698767	0.400000	0.500000
829390957	828677086	Cryptococcus_porticicola_DSM108352	Cryptococcus_porticicola_DSM111205	98.869506	6638	6586	6257	0.946310	0.400000	0.500000
829390957	214046865	Cryptococcus_porticicola_DSM108352	Cryptococcus_wingfieldii_CBS7118	66.777728	6638	7917	5067	0.696256	0.400000	0.500000
829390957	72950426	Cryptococcus_porticicola_DSM108352	Cryptococcus_amylolentus_CBS6273	66.679137	6638	8176	5088	0.686918	0.400000	0.500000
829390957	75377464	Cryptococcus_porticicola_DSM108352	Cryptococcus_porticicola_NCYC1536	98.690582	6638	6641	6440	0.969953	0.400000	0.500000
829390957	902415658	Cryptococcus_porticicola_DSM108352	Cryptococcus_gattii_WM276	68.179527	6638	6643	4943	0.744372	0.400000	0.500000
829390957	802732991	Cryptococcus_porticicola_DSM108352	Cryptococcus_gattii_E566	68.324578	6638	6333	4860	0.749364	0.400000	0.500000
829390957	152767326	Cryptococcus_porticicola_DSM108352	Cryptococcus_floricola_DSM27421	66.785202	6638	8182	5119	0.690823	0.400000	0.500000
829390957	642311235	Cryptococcus_porticicola_DSM108352	Cryptococcus_hyracis_MF13	68.511066	6638	6046	4586	0.723116	0.400000	0.500000
829390957	72952466	Cryptococcus_porticicola_DSM108352	Cryptococcus_amylolentus_CBS6039	66.858841	6638	8249	5084	0.683012	0.400000	0.500000
829390957	936407819	Cryptococcus_porticicola_DSM108352	Cryptococcus_deuterogattii_CBS10090	68.397084	6638	6260	4853	0.752520	0.400000	0.500000
829390957	491657720	Cryptococcus_porticicola_DSM108352	Cryptococcus_maquisensis_OR849	66.811175	6638	7439	5096	0.724018	0.400000	0.500000
829390957	170723040	Cryptococcus_porticicola_DSM108352	Cryptococcus_tetragattii_IND107	68.147735	6638	6646	4922	0.741042	0.400000	0.500000
829390957	169574853	Cryptococcus_porticicola_DSM108352	Cryptococcus_neoformans_Bt206	68.278466	6638	6666	4999	0.751503	0.400000	0.500000
829390957	803667271	Cryptococcus_porticicola_DSM108352	Cryptococcus_deneoformans_NIH433	68.264147	6638	6542	5033	0.763733	0.400000	0.500000
829390957	1018376498	Cryptococcus_porticicola_DSM108352	Cryptococcus_bacillisporus_CA1873	68.060481	6638	6635	4909	0.739697	0.400000	0.500000
